survey,siteID,phase,area,sub_phase,palatial,siteUID,surUID,cat_area,centroid_x,centroid_y,rarea,radius,density,catch_area,catch_radius,,,
KAV,48,MMIB-II,4640.335,MMIB-II,proto,118,K48,2500,668116,3888360,2500,28.209,25,15,218.5096861,,,
KAV,48,MMIII-LMI,4640.33,MMIII-LMIB,neo,105,K48,2500,668116,3888360,2500,28.209,25,15,218.5096861,,,
KAV,51,MMIB-II,2211.866,MMIB-II,proto,119,K51,400,668475,3888070,400,11.284,2,1.2,61.80387232,,,
KAV,51,MMIII-LMI,2211.87,MMIII-LMIB,neo,106,K51,400,668475,3888070,400,11.284,2,1.2,61.80387232,,,
KAV,52,MMIB-II,9867.291,MMIB-II,proto,120,K52,1600,668170,3887960,1600,22.568,8,4.8,123.6077446,,,
KAV,52,MMIII-LMI,9867.29,MMIII-LMIB,neo,107,K52,1600,668170,3887960,1600,22.568,8,4.8,123.6077446,,,
KAV,53,HEL-RMN,0,HELLENISTIC-ROMAN,greco-rmn,69,K53,7000,667803,3887700,7000,47.203,70,42,365.6366396,,,
KAV,54,MMIB-II,2663.956,MMIB-II,proto,121,K54,400,668561,3887860,400,11.284,2,1.2,61.80387232,,,
KAV,55,MMIB-II,2032.614,MMIB-II,proto,122,K55,400,668863,3887780,400,11.284,2,1.2,61.80387232,,,
KAV,55,MMIII-LMI,2032.61,MMIII-LMIB,neo,108,K55,400,668863,3887780,400,11.284,2,1.2,61.80387232,,,
KAV,57,MMIB-II,5639.747,MMIB-II,proto,123,K57,7200,668745,3887390,7200,47.873,72,43.2,370.8232339,,,
KAV,57,HEL-RMN,0,HELLENISTIC-ROMAN,greco-rmn,70,K57,7200,668745,3887390,7200,47.873,72,43.2,370.8232339,,,
KAV,57,LMIIIA-IIIB,125.357,LMIIIA-IIIB,postpal,16,K57,7200,668747,3887260,7200,47.873,72,43.2,370.8232339,,,
KAV,58,MMIII-LMI,1038.44,MMIII-LMIB,neo,109,K58,100,666557,3886550,100,5.642,0.5,0.3,30.90193616,,,
KAV,59,MMIB-II,1323.507,MMIB-II,proto,124,K59,300,669401,3887840,300,9.772,1.5,0.9,53.52372348,,,
KAV,59,MMIII-LMI,1323.51,MMIII-LMIB,neo,110,K59,300,669401,3887840,300,9.772,1.5,0.9,53.52372348,,,
KAV,62,MMIB-II,503.246,MMIB-II,proto,125,K62,100,669035,3887470,100,5.642,0.5,0.3,30.90193616,,,
KAV,62,EMI-II,984.082,EMI-II,prepal,53,K62,100,669041,3887460,100,5.642,0.5,0.3,30.90193616,,,
KAV,63,MMIB-II,907.597,MMIB-II,proto,126,K63,100,669029,3887260,100,5.642,0.5,0.3,30.90193616,,,
KAV,64,MMIB-II,1587.136,MMIB-II,proto,127,K64,100,669235,3887220,100,5.642,0.5,0.3,30.90193616,,,
KAV,65,MMIB-II,417.087,MMIB-II,proto,128,K65,100,669067,3887070,100,5.642,0.5,0.3,30.90193616,,,
KAV,66,MMIB-II,1232.558,MMIB-II,proto,129,K66,500,669124,3887130,500,12.616,2.5,1.5,69.09882989,,,
KAV,66,MMIII-LMI,1232.56,MMIII-LMIB,neo,111,K66,500,669124,3887130,500,12.616,2.5,1.5,69.09882989,,,
KAV,67,MMIB-II,705.078,MMIB-II,proto,130,K67,100,669271,3887020,100,5.642,0.5,0.3,30.90193616,,,
KAV,67,FN,2149.08,FN,prepal,10,K67,100,669290,3887010,100,5.642,0.5,0.3,30.90193616,,,
KAV,68,ORIENT-ARCH,123.078,ORIENT-ARCH,greek,4,K68,400,669304,3887070,400,11.284,2,1.2,61.80387232,,,
KAV,68,MMIB-II,1662.61,MMIB-II,proto,131,K68,400,669352,3887110,400,11.284,2,1.2,61.80387232,,,
KAV,68,MMIII-LMI,1662.61,MMIII-LMIB,neo,112,K68,400,669352,3887110,400,11.284,2,1.2,61.80387232,,,
KAV,68,EMIII-MMIA,1868.28,EMIII-MMIA,prepal,41,K68,400,669354,3887110,400,11.284,2,1.2,61.80387232,,,
KAV,69,MMIB-II,6309.604,MMIB-II,proto,132,K69,3750,669461,3887120,3750,34.549,37.5,22.5,267.6186174,,,
KAV,69,MMIII-LMI,6309.6,MMIII-LMIB,neo,113,K69,3800,669461,3887120,3800,34.779,38,22.8,269.3968338,,,
KAV,70,LMIIIC-GEO,2841.26,LMIIIC-GEO,sub-min,14,K70,1300,669633,3887050,1300,20.342,6.5,3.9,111.4185153,,,
KAV,70,ORIENT-ARCH,2841.264,ORIENT-ARCH,greek,5,K70,1300,669633,3887050,1300,20.342,6.5,3.9,111.4185153,,,
KAV,71,FN,12699.1,FN,prepal,11,K71,3600,669937,3887400,3600,33.851,36,21.6,262.2116233,,,
KAV,71,EMIII-MMIA,12765.9,EMIII-MMIA,prepal,42,K71,80000,669928,3887410,80000,159.577,1600,960,1748.077489,,,
KAV,71,HEL-RMN,0,HELLENISTIC-ROMAN,greco-rmn,71,K71,80000,669935,3887300,80000,159.577,1600,960,1748.077489,,,
KAV,71,LMIIIC-GEO,12699.1,LMIIIC-GEO,sub-min,15,K71,80000,669937,3887400,80000,159.577,1600,960,1748.077489,,,
KAV,71,HEL-RMN,0,HELLENISTIC-ROMAN,greco-rmn,71,K71,80000,669943,3887410,80000,159.577,1600,960,1748.077489,,,
KAV,71,ORIENT-ARCH,150745.709,ORIENT-ARCH,greek,6,K71,80000,669967,3887390,80000,159.577,1600,960,1748.077489,,,
KAV,74,MMIB-II,1615.904,MMIB-II,proto,133,K74,100,669419,3886660,100,5.642,0.5,0.3,30.90193616,,,
KAV,74,MMIII-LMI,1615.9,MMIII-LMIB,neo,114,K74,100,669419,3886660,100,5.642,0.5,0.3,30.90193616,,,
KAV,76,MMIB-II,1361.754,MMIB-II,proto,134,K76,100,669348,3886580,100,5.642,0.5,0.3,30.90193616,,,
KAV,76,MMIII-LMI,1361.75,MMIII-LMIB,neo,115,K76,100,669348,3886580,100,5.642,0.5,0.3,30.90193616,,,
KAV,77,MMIII-LMI,49.761,MMIII-LMIB,neo,116,K77,7100,669026,3886420,7100,47.539,71,42.6,368.2390684,,,
KAV,77,FN,6536.14,FN,prepal,12,K77,7100,669178,3886500,7100,47.539,71,42.6,368.2390684,,,
KAV,77,EMI-II,6536.14,EMI-II,prepal,54,K77,7100,669178,3886500,7100,47.539,71,42.6,368.2390684,,,
KAV,77,EMIII-MMIA,6536.14,EMIII-MMIA,prepal,43,K77,7100,669178,3886500,7100,47.539,71,42.6,368.2390684,,,
KAV,77,MMIB-II,6536.136,MMIB-II,proto,135,K77,7100,669178,3886500,7100,47.539,71,42.6,368.2390684,,,
KAV,77,LMIIIC-GEO,6536.14,LMIIIC-GEO,sub-min,16,K77,7100,669178,3886500,7100,47.539,71,42.6,368.2390684,,,
KAV,78,LMIIIC-GEO,133.732,LMIIIC-GEO,sub-min,17,K78,100,669717,3886320,100,5.642,0.5,0.3,30.90193616,,,
KAV,79,LMIIIC-GEO,101.297,LMIIIC-GEO,sub-min,18,K79,100,669998,3886310,100,5.642,0.5,0.3,30.90193616,,,
KAV,80,LMIIIC-GEO,11801.7,LMIIIC-GEO,sub-min,19,K80,8400,670067,3886590,8400,51.709,84,50.4,400.5348707,,,
KAV,80,ORIENT-ARCH,11801.685,ORIENT-ARCH,greek,7,K80,8400,670067,3886590,8400,51.709,84,50.4,400.5348707,,,
KAV,81,LMIIIC-GEO,169.434,LMIIIC-GEO,sub-min,20,K81,100,670409,3886260,100,5.642,0.5,0.3,30.90193616,,,
KAV,82,LMIIIC-GEO,1504,LMIIIC-GEO,sub-min,21,K82,100,670419,3887310,100,5.642,0.5,0.3,30.90193616,,,
KAV,82,ORIENT-ARCH,1619.627,ORIENT-ARCH,greek,8,K82,100,670421,3887310,100,5.642,0.5,0.3,30.90193616,,,
KAV,83,LMIIIC-GEO,783.492,LMIIIC-GEO,sub-min,22,K83,100,671315,3887370,100,5.642,0.5,0.3,30.90193616,,,
KAV,84,LMIIIC-GEO,649.949,LMIIIC-GEO,sub-min,23,K84,100,671349,3887200,100,5.642,0.5,0.3,30.90193616,,,
KAV,84,ORIENT-ARCH,772.129,ORIENT-ARCH,greek,9,K84,100,671349,3887190,100,5.642,0.5,0.3,30.90193616,,,
KAV,85,MMIB-II,5215.484,MMIB-II,proto,136,K85,2500,671546,3887360,2500,28.209,25,15,218.5096861,,,
KAV,85,LMIIIC-GEO,5215.48,LMIIIC-GEO,sub-min,24,K85,2500,671546,3887360,2500,28.209,25,15,218.5096861,,,
KAV,87,MMIB-II,2044.012,MMIB-II,proto,137,K87,500,671533,3887810,500,12.616,2.5,1.5,69.09882989,,,
KAV,87,MMIII-LMI,2044.01,MMIII-LMIB,neo,117,K87,500,671533,3887810,500,12.616,2.5,1.5,69.09882989,,,
KAV,87,LMIIIA-IIIB,3178.21,LMIIIA-IIIB,postpal,17,K87,500,671534,3887810,500,12.616,2.5,1.5,69.09882989,,,
KAV,88,MMIB-II,4164.236,MMIB-II,proto,138,K88,3000,671777,3887620,3000,30.902,30,18,239.3653682,,,
KAV,88,MMIII-LMI,4164.24,MMIII-LMIB,neo,118,K88,3000,671777,3887620,3000,30.902,30,18,239.3653682,,,
KAV,89,ORIENT-ARCH,865.451,ORIENT-ARCH,greek,10,K89,100,671819,3887700,100,5.642,0.5,0.3,30.90193616,,,
KAV,89,LMIIIC-GEO,647.809,LMIIIC-GEO,sub-min,25,K89,3000,671818,3887700,3000,30.902,30,18,239.3653682,,,
KAV,90,MMIB-II,1128.606,MMIB-II,proto,139,K90,900,671839,3887800,900,16.926,4.5,2.7,92.70580849,,,
KAV,90,LMIIIC-GEO,1128.61,LMIIIC-GEO,sub-min,26,K90,900,671839,3887800,900,16.926,4.5,2.7,92.70580849,,,
KAV,91,LMIIIC-GEO,1238.03,LMIIIC-GEO,sub-min,27,K91,400,671891,3887880,400,11.284,2,1.2,61.80387232,,,
KAV,92,EMIII-MMIA,2234.96,EMIII-MMIA,prepal,44,K92,1300,672904,3886930,1300,20.342,6.5,3.9,111.4185153,,,
KAV,92,MMIB-II,2234.961,MMIB-II,proto,140,K92,1300,672904,3886930,1300,20.342,6.5,3.9,111.4185153,,,
VRO,AC1,HEL-RMN,4641.17,ROMAN,greco-rmn,72,VAC1,6600,657602,3887150,6600,45.835,66,39.6,355.0362164,,,
VRO,AC2,HEL-RMN,4646.61,ROMAN,greco-rmn,73,VAC2,100,657782,3887015,100,5.642,0.5,0.3,30.90193616,,,
VRO,AC2,LMIIIA-IIIB,4646.61,LMIIIA-IIIB,postpal,18,VAC2,400,657782,3887015,400,11.284,2,1.2,61.80387232,,,
VRO,AC2,MMIB-II,4646.61,MMI-II,proto,141,VAC2,4800,657782,3887015,4800,39.088,48,28.8,302.7759026,,,
VRO,AC2,MMIII-LMI,4646.61,MMIII-LMIB,neo,119,VAC2,4800,657782,3887015,4800,39.088,48,28.8,302.7759026,,,
VRO,AC3,LMIIIA-IIIB,79.48,LMIIIA-IIIB,postpal,19,VAC3,100,657654,3886758,100,5.642,0.5,0.3,30.90193616,,,
VRO,AC4,EMI-II,1852.89,FN-EMI/IIA,prepal,79,VAC4,100,658233,3886556,100,5.642,0.5,0.3,30.90193616,,,
VRO,AC4,FN,1395.14,FN/EMI,prepal,40,VAC4,100,658239,3886625,100,5.642,0.5,0.3,30.90193616,,,
VRO,AC5,HEL-RMN,832.74,ROMAN,greco-rmn,74,VAC5,100,657219,3886860,100,5.642,0.5,0.3,30.90193616,,,
VRO,AC6,LMIIIC-GEO,1950.04,LMIIIC-GEO,sub-min,28,VAC6,100,658201,3886262,100,5.642,0.5,0.3,30.90193616,,,
VRO,AG1,ORIENT-ARCH,1677.41,ORIENT-ECLA,greek,20,VAG1,100,654808,3884716,100,5.642,0.5,0.3,30.90193616,,,
VRO,AG2,MMIB-II,8886.87,MMI-II,proto,142,VAG2,100,654724,3884456,100,5.642,0.5,0.3,30.90193616,,,
VRO,AG2,LMIIIA-IIIB,8886.87,LMIIIA-IIIB,postpal,20,VAG2,100,654724,3884456,100,5.642,0.5,0.3,30.90193616,,,
VRO,AG2,LMIIIC-GEO,8886.87,LMIIIC-GEO,sub-min,29,VAG2,100,654724,3884456,100,5.642,0.5,0.3,30.90193616,,,
VRO,AG2,ORIENT-ARCH,8886.87,ORIENT-ECLA,greek,21,VAG2,100,654724,3884456,100,5.642,0.5,0.3,30.90193616,,,
VRO,AG2,HEL-RMN,8886.87,ROMAN,greco-rmn,76,VAG2,100,654724,3884456,100,5.642,0.5,0.3,30.90193616,,,
VRO,AG2,MMIII-LMI,8886.87,MMIII-LMIB,neo,120,VAG2,10000,654724,3884456,10000,56.419,100,60,437.0193722,,,
VRO,AG3,HEL-RMN,1549.31,,greco-rmn,0,VAG3,100,654962,3884316,100,5.642,0.5,0.3,30.90193616,,,
VRO,APh1,MMIII-LMI,6445.48,MMIII-LMIB,neo,121,VAPh1,2000,660127,3887835,2000,25.231,10,6,138.1976598,,,
VRO,APh1,LMIIIA-IIIB,6445.48,LMIIIA-IIIB,postpal,21,VAPh1,2000,660127,3887835,2000,25.231,10,6,138.1976598,,,
VRO,APh1,EMI-II,6445.48,EMII-III,prepal,87,VAPh1,7400,660127,3887840,7400,48.533,74,44.4,375.9382788,,,
VRO,APh1,EMIII-MMIA,6445.48,EMII-III,prepal,45,VAPh1,7400,660127,3887835,7400,48.533,74,44.4,375.9382788,,,
VRO,APh1,MMIB-II,6445.48,MMI-II,proto,144,VAPh1,7400,660127,3887835,7400,48.533,74,44.4,375.9382788,,,
VRO,APh10,MMIII-LMI,569.015,MMIII-LMIB,neo,123,VAPh10,800,659633,3887203,800,15.958,4,2.4,87.40387445,,,
VRO,APh10,LMIIIA-IIIB,569.015,LMIIIA-IIIB,postpal,24,VAPh10,800,659633,3887203,800,15.958,4,2.4,87.40387445,,,
VRO,APh10,LMIIIC-GEO,569.015,LMIIIC-GEO,sub-min,32,VAPh10,800,659633,3887203,800,15.958,4,2.4,87.40387445,,,
VRO,APh11,LMIIIA-IIIB,2040.24,LMIIIA-IIIB,postpal,25,VAPh11,100,659503,3887631,100,5.642,0.5,0.3,30.90193616,,,
VRO,APh11,EMI-II,2040.24,EMII-III,prepal,88,VAPh11,5500,659503,3887630,5500,41.841,55,33,324.1022407,,,
VRO,APh11,MMIB-II,2040.24,MMI-II,proto,150,VAPh11,2800,659503,3887631,2800,29.854,28,16.8,231.2489154,,,
VRO,APh11,MMIII-LMI,2040.24,MMIII-LMIB,neo,124,VAPh11,2800,659503,3887631,2800,29.854,28,16.8,231.2489154,,,
VRO,APh11,EMIII-MMIA,2040.24,EMII-III,prepal,48,VAPh11,5500,659503,3887631,5500,41.841,55,33,324.1022407,,,
VRO,APh12,LMIIIC-GEO,261.901,LMIIIC-GEO,sub-min,33,VAPh12,200,659358,3887509,200,7.979,1,0.6,43.70193722,,,
VRO,APh13,LMIIIC-GEO,1226.84,LMIIIC-GEO,sub-min,34,VAPh13,1200,659303,3887457,1200,19.544,6,3.6,107.047447,,,
VRO,APh2,LMIIIA-IIIB,10495.2,LMIIIA-IIIB,postpal,22,VAPh2,100,659920,3887416,100,5.642,0.5,0.3,30.90193616,,,
VRO,APh2,LMIIIC-GEO,10495.2,LMIIIC-GEO,sub-min,30,VAPh2,5000,659920,3887416,5000,39.894,50,30,309.0193616,,,
VRO,APh2,MMIB-II,10495.2,MMI-II,proto,145,VAPh2,7500,659920,3887416,7500,48.86,75,45,378.4698783,,,
VRO,APh2,HEL-RMN,10495.2,ROMAN,greco-rmn,77,VAPh2,13000,659920,3887416,13000,64.328,130,78,498.2787485,,,
VRO,APh3,HEL-RMN,41876.2,ROMAN,greco-rmn,78,VAPh3,2500,659695,3887449,2500,28.209,25,15,218.5096861,,,
VRO,APh3,MMIB-II,41876.2,MMI-II,proto,146,VAPh3,10000,659695,3887449,10000,56.419,100,60,437.0193722,,,
VRO,APh3,LMIIIA-IIIB,41876.2,LMIIIA-IIIB,postpal,23,VAPh3,10000,659695,3887449,10000,56.419,100,60,437.0193722,,,
VRO,APh3,ORIENT-ARCH,41876.2,ORIENT-ARCH,greek,11,VAPh3,10000,659695,3887449,10000,56.419,100,60,437.0193722,,,
VRO,APh3,LMIIIC-GEO,41876.2,LMIIIC-GEO,sub-min,31,VAPh3,24000,659695,3887449,24000,87.404,360,216,829.1859587,,,
VRO,APh3,MMIII-LMI,41876.2,MMIII-LMIB,neo,122,VAPh3,32000,659695,3887449,32000,100.925,480,288,957.461473,,,
VRO,APh4,HEL-RMN,460.961,ROMAN,greco-rmn,79,VAPh4,1000,659367,3887398,1000,17.841,5,3,97.72050238,,,
VRO,APh4,MMIB-II,460.961,MMI-II,proto,147,VAPh4,3000,659367,3887398,3000,30.902,30,18,239.3653682,,,
VRO,APh5,HEL-RMN,3142.61,ROMAN,greco-rmn,80,VAPh5,1000,661075,3887427,1000,17.841,5,3,97.72050238,,,
VRO,APh6,HEL-RMN,2260.44,ROMAN,greco-rmn,81,VAPh6,900,659457,3887409,900,16.926,4.5,2.7,92.70580849,,,
VRO,APh7,MMIB-II,384.7,MMI-II,proto,148,VAPh7,100,660509,3887796,100,5.642,0.5,0.3,30.90193616,,,
VRO,APh7,EMIII-MMIA,384.7,EMII-III,prepal,46,VAPh7,200,660509,3887796,200,7.979,1,0.6,43.70193722,,,
VRO,APh7,FN,384.7,FN/EMI,prepal,41,VAPh7,100,660509,3887796,100,5.642,0.5,0.3,30.90193616,,,
VRO,APh7,EMI-II,384.7,FN-EMI/IIA,prepal,80,VAPh7,100,660509,3887800,100,5.642,0.5,0.3,30.90193616,,,
VRO,APh8,HEL-RMN,674.255,ROMAN,greco-rmn,82,VAPh8,400,660386,3887543,400,11.284,2,1.2,61.80387232,,,
VRO,APh9,FN,457.984,FN/EMI,prepal,42,VAPh9,100,660646,3887890,100,5.642,0.5,0.3,30.90193616,,,
VRO,APh9,EMI-II,457.984,FN-EMI/IIA,prepal,81,VAPh9,100,660646,3887890,100,5.642,0.5,0.3,30.90193616,,,
VRO,APh9,EMIII-MMIA,457.984,EMII-III,prepal,47,VAPh9,200,660646,3887890,200,7.979,1,0.6,43.70193722,,,
VRO,APh9,MMIB-II,457.984,MMI-II,proto,149,VAPh9,200,660646,3887890,200,7.979,1,0.6,43.70193722,,,
VRO,DL1,MMIB-II,958.737,MMI-II,proto,151,VDL1,600,658962,3886048,600,13.82,3,1.8,75.69397566,,,
VRO,DL1,MMIII-LMI,958.737,MMIII-LMIB,neo,125,VDL1,600,658962,3886048,600,13.82,3,1.8,75.69397566,,,
VRO,DL1,LMIIIA-IIIB,958.737,LMIIIA-IIIB,postpal,26,VDL1,600,658962,3886048,600,13.82,3,1.8,75.69397566,,,
VRO,DL1,LMIIIC-GEO,958.737,LMIIIC-GEO,sub-min,36,VDL1,600,658962,3886048,600,13.82,3,1.8,75.69397566,,,
VRO,DL1,ORIENT-ARCH,958.737,ORIENT-ARCH,greek,19,VDL1,600,658962,3886048,600,13.82,3,1.8,75.69397566,,,
VRO,EN1A/B,FN,6182.25,FN-EMIIA,prepal,17,VEN1A/B,4400,659044,3888472,4400,37.424,44,26.4,289.8858568,,,
VRO,EN1A/B,EMI-II,6182.25,FN-EMI/IIA,prepal,55,VEN1A/B,4400,659044,3888472,4400,37.424,44,26.4,289.8858568,,,
VRO,EN2,LMIIIA-IIIB,18123.1,LMIIIA-IIIB,postpal,27,VEN2,100,659390,3888374,100,5.642,0.5,0.3,30.90193616,,,
VRO,EN2,MMIB-II,18123.1,MMI-II,proto,152,VEN2,10000,659390,3888374,10000,56.419,100,60,437.0193722,,,
VRO,EN2,LMIIIC-GEO,18123.1,LMIIIC-GEO,sub-min,35,VEN2,22500,659390,3888374,22500,84.628,337.5,202.5,802.8558523,,,
VRO,EN3,ORIENT-ARCH,5871.71,ORIENT-ARCH,greek,12,VEN3,2500,659294,3888099,2500,28.209,25,15,218.5096861,,,
VRO,EN3,HEL-RMN,5871.71,CLASS-HEL,greco-rmn,126,VEN3,2500,659294,3888099,2500,28.209,25,15,218.5096861,,,
VRO,EN3,MMIB-II,5871.71,MMI-II,proto,153,VEN3,3500,659294,3888099,3500,33.378,35,21,258.5441473,,,
VRO,EN3,MMIII-LMI,5871.71,MMIII-LMIB,neo,126,VEN3,3500,659294,3888099,3500,33.378,35,21,258.5441473,,,
VRO,GN1:1,MMIB-II,2379.71,MMI-II,proto,154,VGN1:1,1300,656321,3887469,1300,20.342,6.5,3.9,111.4185153,,,
VRO,GN1:1,MMIII-LMI,2379.71,MMIII-LMIB,neo,127,VGN1:1,1300,656321,3887469,1300,20.342,6.5,3.9,111.4185153,,,
VRO,GN1:1,EMIII-MMIA,2379.71,EMII-III,prepal,49,VGN1:1,1800,656321,3887469,1800,23.937,9,5.4,131.1058117,,,
VRO,GN1:1,EMI-II,2379.71,EMII-III,prepal,89,VGN1:1,1800,656321,3887470,1800,23.937,9,5.4,131.1058117,,,
VRO,GN1:2,LMIIIA-IIIB,984.658,LMIIIA-IIIB,postpal,28,VGN1:2,100,656551,3887571,100,5.642,0.5,0.3,30.90193616,,,
VRO,GN2A:1,EMIII-MMIA,5038.55,EMII-III,prepal,50,VGN2A:1,1800,656912,3887982,1800,23.937,9,5.4,131.1058117,,,
VRO,GN2A:1,HEL-RMN,5038.55,CLASS-HEL,greco-rmn,127,VGN2A:1,1800,656912,3887982,1800,23.937,9,5.4,131.1058117,,,
VRO,GN2A:1,MMIB-II,5038.55,MMI-II,proto,155,VGN2A:1,2400,656912,3887982,2400,27.64,12,7.2,151.3879513,,,
VRO,GN2A:1,EMI-II,5038.55,EMII-III,prepal,90,VGN2A:1,1800,656912,3887980,1800,23.937,9,5.4,131.1058117,,,
VRO,GN2A:2,FN,4506.31,FN-EMIIA,prepal,18,VGN2A:2,1800,656834,3887884,1800,23.937,9,5.4,131.1058117,,,
VRO,GN2A:2,EMI-II,4506.31,FN-EMI/IIA,prepal,56,VGN2A:2,1800,656834,3887880,1800,23.937,9,5.4,131.1058117,,,
VRO,GN2A:2,EMIII-MMIA,4506.31,EMII-III,prepal,51,VGN2A:2,1800,656834,3887884,1800,23.937,9,5.4,131.1058117,,,
VRO,GN2A:2,MMIB-II,4506.31,MMI-II,proto,156,VGN2A:2,1800,656834,3887884,1800,23.937,9,5.4,131.1058117,,,
VRO,GN2B,MMIB-II,1801.93,MMI-II,proto,157,VGN2B,100,656730,3887686,100,5.642,0.5,0.3,30.90193616,,,
VRO,GN2B,MMIII-LMI,1801.93,MMIII-LMIB,neo,128,VGN2B,100,656730,3887686,100,5.642,0.5,0.3,30.90193616,,,
VRO,GN2B,LMIIIA-IIIB,1801.93,LMIIIA-IIIB,postpal,29,VGN2B,100,656730,3887686,100,5.642,0.5,0.3,30.90193616,,,
VRO,GN4,FN,11360.1,FN-EMIIA,prepal,19,VGN4,2500,656324,3888519,2500,28.209,25,15,218.5096861,,,
VRO,GN4,EMI-II,11360.1,FN-EMI/IIA,prepal,57,VGN4,2500,656324,3888520,2500,28.209,25,15,218.5096861,,,
VRO,GN4,LMIIIC-GEO,11360.1,LMIIIC-GEO,sub-min,37,VGN4,14000,656324,3888519,14000,66.756,140,84,517.0882946,,,
VRO,GN4,ORIENT-ARCH,11360.1,ORIENT-ARCH,greek,13,VGN4,14000,656324,3888519,14000,66.756,140,84,517.0882946,,,
VRO,GT2,MMIII-LMI,786.656,MMIII-LMIB,neo,129,VGT2,400,661032,3886617,400,11.284,2,1.2,61.80387232,,,
VRO,GT3,MMIII-LMI,1317.1,MMIII-LMIB,neo,130,VGT3,400,660686,3886472,400,11.284,2,1.2,61.80387232,,,
VRO,IM1,MMIII-LMI,6401.05,MMIII-LMIB,neo,131,VIM1,100,657108,3889018,100,5.642,0.5,0.3,30.90193616,,,
VRO,IM1,FN,6401.05,FN-EMIIA,prepal,20,VIM1,100,657108,3889018,100,5.642,0.5,0.3,30.90193616,,,
VRO,IM1,EMI-II,6401.05,FN-EMI/IIA,prepal,58,VIM1,100,657108,3889020,100,5.642,0.5,0.3,30.90193616,,,
VRO,IM1,EMIII-MMIA,6401.05,EMII-III,prepal,52,VIM1,4900,657108,3889018,4900,39.493,49,29.4,305.9135606,,,
VRO,IM1,MMIB-II,6401.05,MMI-II,proto,158,VIM1,4900,657108,3889018,4900,39.493,49,29.4,305.9135606,,,
VRO,IM10,EMI-II,2449.56,EMII-III,prepal,94,VIM10,1200,657211,3889750,1200,19.544,6,3.6,107.047447,,,
VRO,IM10,EMIII-MMIA,2449.56,EMII-III,prepal,59,VIM10,1200,657211,3889748,1200,19.544,6,3.6,107.047447,,,
VRO,IM10,MMIB-II,2449.56,MMI-II,proto,165,VIM10,1200,657211,3889748,1200,19.544,6,3.6,107.047447,,,
VRO,IM11,FN,2187.83,FN-EMIIA,prepal,24,VIM11,2000,656888,3889568,2000,25.231,10,6,138.1976598,,,
VRO,IM11,EMI-II,2187.83,FN-EMI/IIA,prepal,62,VIM11,2000,656888,3889570,2000,25.231,10,6,138.1976598,,,
VRO,IM11,EMIII-MMIA,2187.83,EMII-III,prepal,60,VIM11,2000,656888,3889568,2000,25.231,10,6,138.1976598,,,
VRO,IM11,MMIB-II,2187.83,MMI-II,proto,166,VIM11,2000,656888,3889568,2000,25.231,10,6,138.1976598,,,
VRO,IM11,MMIII-LMI,2187.83,MMIII-LMIB,neo,135,VIM11,2000,656888,3889568,2000,25.231,10,6,138.1976598,,,
VRO,IM12,MMIB-II,3657.44,MMI-II,proto,167,VIM12,2500,656844,3889304,2500,28.209,25,15,218.5096861,,,
VRO,IM13,MMIB-II,7440.3,MMI-II,proto,168,VIM13,100,657176,3889396,100,5.642,0.5,0.3,30.90193616,,,
VRO,IM13,HEL-RMN,7440.3,CLASS-HEL,greco-rmn,130,VIM13,100,657176,3889396,100,5.642,0.5,0.3,30.90193616,,,
VRO,IM14,MMIB-II,384.073,MMI-II,proto,169,VIM14,100,657079,3889369,100,5.642,0.5,0.3,30.90193616,,,
VRO,IM15,HEL-RMN,4142.24,ROMAN,greco-rmn,95,VIM15,6300,657028,3888753,6300,44.781,63,37.8,346.8733731,,,
VRO,IM2,LMIIIA-IIIB,8749.58,LMIIIA-IIIB,postpal,30,VIM2,100,656737,3890144,100,5.642,0.5,0.3,30.90193616,,,
VRO,IM2,LMIIIC-GEO,8749.58,LMIIIC-GEO,sub-min,38,VIM2,100,656737,3890144,100,5.642,0.5,0.3,30.90193616,,,
VRO,IM2,HEL-RMN,8749.58,ROMAN,greco-rmn,83,VIM2,400,656737,3890144,400,11.284,2,1.2,61.80387232,,,
VRO,IM2,MMIB-II,8749.58,MMI-II,proto,159,VIM2,12800,656737,3890144,12800,63.831,128,76.8,494.4309786,,,
VRO,IM2,MMIII-LMI,8749.58,MMIII-LMIB,neo,132,VIM2,13000,656737,3890144,13000,64.328,130,78,498.2787485,,,
VRO,IM3,FN,3458.17,FN-EMIIA,prepal,21,VIM3,1400,656765,3888705,1400,21.11,7,4.2,115.6244577,,,
VRO,IM3,EMI-II,3458.17,FN-EMI/IIA,prepal,59,VIM3,1400,656765,3888710,1400,21.11,7,4.2,115.6244577,,,
VRO,IM3,EMIII-MMIA,3458.17,EMII-III,prepal,53,VIM3,1400,656765,3888705,1400,21.11,7,4.2,115.6244577,,,
VRO,IM3,MMIB-II,3458.17,MMI-II,proto,160,VIM3,1400,656765,3888705,1400,21.11,7,4.2,115.6244577,,,
VRO,IM3,HEL-RMN,3458.17,ROMAN,greco-rmn,84,VIM3,1400,656765,3888705,1400,21.11,7,4.2,115.6244577,,,
VRO,IM5,MMIII-LMI,7687.35,MMIII-LMIB,neo,133,VIM5,100,656632,3889654,100,5.642,0.5,0.3,30.90193616,,,
VRO,IM5,HEL-RMN,7687.35,ROMAN,greco-rmn,85,VIM5,100,656632,3889654,100,5.642,0.5,0.3,30.90193616,,,
